Number	Accession	A's	G'c	C's	T's	N's	Length	GC%
81415	CY024911	438	334	271	367	0	1410	fpCG
81416	CY024912	285	264	207	243	0	999	fpCG
81417	CY024912	285	264	207	243	0	999	fpCG
81418	CY024913	428	328	265	359	0	1380	fpCG
81419	CY024914	414	312	254	340	0	1320	fpCG
81420	CY024915	283	266	207	243	0	999	fpCG
81421	CY024915	283	266	207	243	0	999	fpCG
81422	CY024916	385	287	243	317	0	1232	fpCG
81423	CY024917	284	265	207	243	0	999	fpCG
81424	CY024917	284	265	207	243	0	999	fpCG
81425	CY024918	283	267	207	243	0	1000	fpCG
81426	CY024918	283	267	207	243	0	1000	fpCG
81427	CY024922	293	268	212	250	0	1023	fpCG
81428	CY024922	293	268	212	250	0	1023	fpCG
81429	CY024923	285	267	206	245	0	1003	fpCG
81430	CY024923	285	267	206	245	0	1003	fpCG
81431	CY024924	284	265	207	243	0	999	fpCG
81432	CY024924	284	265	207	243	0	999	fpCG
81433	CY030015	353	222	225	240	0	1040	fpCG
81434	CY030016	353	222	226	239	0	1040	fpCG
81435	CY030017	361	230	228	252	0	1071	fpCG
81436	CY030018	356	229	226	244	0	1055	fpCG
81437	CY030019	355	225	225	241	0	1046	fpCG
81438	CY030020	355	225	225	242	0	1047	fpCG
81439	CY030021	356	220	223	241	0	1040	fpCG
81440	CY030003	353	220	224	243	0	1040	fpCG
81441	CY030022	354	219	225	238	0	1036	fpCG
81442	CY030023	352	221	224	243	0	1040	fpCG
81443	CY030052	354	219	225	242	0	1040	fpCG
81444	CY030024	355	230	226	244	0	1055	fpCG
81445	CY030025	354	221	225	240	0	1040	fpCG
81446	CY030026	354	220	222	244	0	1040	fpCG
81447	CY030027	355	221	224	240	0	1040	fpCG
81448	CY030007	354	219	224	243	0	1040	fpCG
81449	CY030028	354	221	225	240	0	1040	fpCG
81450	CY030029	354	219	224	243	0	1040	fpCG
81451	CY030030	355	221	224	240	0	1040	fpCG
81452	CY030031	361	231	229	248	0	1069	fpCG
81453	CY030032	357	219	224	240	0	1040	fpCG
81454	CY030033	357	219	224	240	0	1040	fpCG
81455	CY030034	364	230	227	249	0	1070	fpCG
81456	CY030035	356	229	226	244	0	1055	fpCG
81457	CY030036	357	223	225	238	0	1043	fpCG
81458	CY030037	354	225	224	246	0	1049	fpCG
81459	CY030038	344	207	223	233	0	1007	fpCG
81460	CY030039	350	211	224	235	0	1020	fpCG
81461	CY030040	343	206	221	230	0	1000	fpCG
81462	CY030041	355	226	225	247	0	1053	fpCG
81463	CY030042	349	211	225	235	0	1020	fpCG
81464	CY030010	362	228	230	246	0	1066	fpCG
81465	CY030043	382	243	240	259	0	1124	fpCG
81466	CY030044	346	205	221	228	0	1000	fpCG
81467	CY030045	355	225	225	241	0	1046	fpCG
81468	CY030046	353	220	224	243	0	1040	fpCG
81469	CY030012	355	222	224	239	0	1040	fpCG
81470	CY030047	345	210	226	235	0	1016	fpCG
81471	CY030048	342	206	220	232	0	1000	fpCG
81472	CY030049	353	220	224	243	0	1040	fpCG
81473	CY030050	353	220	224	243	0	1040	fpCG
81474	CY030014	359	231	228	248	0	1066	fpCG
81475	CY030051	344	207	222	233	0	1006	fpCG
81476	AY210123	433	345	267	365	0	1410	fpCG
81477	AY210222	486	396	299	316	0	1497	fpCG
81478	AY210257	274	263	207	238	0	982	fpCG
81479	AY210257	274	263	207	238	0	982	fpCG
81480	AY210303	269	203	165	201	0	838	fpCG
81481	AY210303	269	203	165	201	0	838	fpCG
81482	AY210111	436	344	265	365	0	1410	fpCG
81483	AY210139	788	567	407	518	0	2280	fpCG
81484	AY210194	721	513	402	515	0	2151	fpCG
81485	AY210219	486	396	300	315	0	1497	fpCG
81486	AY210243	274	263	207	238	0	982	fpCG
81487	AY210243	274	263	207	238	0	982	fpCG
81488	AY210272	805	518	448	503	0	2274	fpCG
81489	AY210295	270	202	165	201	0	838	fpCG
81490	AY210295	270	202	165	201	0	838	fpCG
81491	AF008864	315	228	216	228	0	987	fpCG
81492	CY021909	619	391	324	403	0	1737	fpCG
81493	CY021910	287	260	208	241	0	996	fpCG
81494	CY021910	287	260	208	241	0	996	fpCG
81495	CY021911	454	342	252	378	0	1426	fpCG
81496	CY021912	501	401	305	324	0	1531	fpCG
81497	CY021913	278	203	167	203	0	851	fpCG
81498	CY021913	278	203	167	203	0	851	fpCG
81499	CY021914	739	516	408	530	0	2193	fpCG
81500	CY021915	809	521	449	509	0	2288	fpCG
81501	CY021915	809	521	449	509	0	2288	fpCG
81502	CY021916	775	577	407	524	0	2283	fpCG
81503	AM922138	29	28	19	24	0	100	fpCG
81504	CY010372	629	390	328	403	0	1750	fpCG
81505	CY010373	290	261	207	242	0	1000	fpCG
81506	CY010373	290	261	207	242	0	1000	fpCG
81507	CY010374	460	342	254	379	0	1435	fpCG
81508	CY010375	499	408	310	321	0	1538	fpCG
81509	CY010376	281	207	169	204	0	861	fpCG
81510	CY010376	281	207	169	204	0	861	fpCG
81511	CY010377	730	522	407	535	0	2194	fpCG
81512	CY010378	806	516	446	545	0	2313	fpCG
81513	CY010378	806	516	446	545	0	2313	fpCG
81514	CY010379	781	571	417	526	0	2295	fpCG
81515	D00603	506	415	316	328	0	1565	fpCG
81516	DQ508894	774	571	416	519	0	2280	fpCG
81517	DQ508895	793	510	439	532	0	2274	fpCG
81518	DQ508896	720	513	398	520	0	2151	fpCG
81519	DQ508897	597	385	322	397	0	1701	fpCG
81520	DQ508898	480	403	302	312	0	1497	fpCG
81521	DQ508899	449	339	252	373	0	1413	fpCG
81522	DQ508900	282	258	207	238	0	985	fpCG
81523	DQ508900	282	258	207	238	0	985	fpCG
81524	DQ508901	271	204	167	202	0	844	fpCG
81525	DQ508901	271	204	167	202	0	844	fpCG
81526	HQ008264	250	151	139	197	0	737	fpCG
81527	HQ008265	359	229	228	219	0	1035	fpCG
81528	J02564	58	24	30	26	0	138	fpCG
81529	K00578	289	213	177	211	0	890	fpCG
81530	K00578	289	213	177	211	0	890	fpCG
81531	K01038	115	47	51	64	1	278	fpCG
81532	K01330	595	385	322	397	0	1699	fpCG
81533	K01331	362	223	224	217	0	1026	fpCG
81534	K02018	449	339	254	371	0	1413	fpCG
81535	M54941	297	265	215	250	0	1027	fpCG
81536	X53029	297	266	214	250	0	1027	fpCG
81537	X53029	297	266	214	250	0	1027	fpCG
81538	CY009284	628	392	328	402	0	1750	fpCG
81539	CY009285	291	260	207	242	0	1000	fpCG
81540	CY009285	291	260	207	242	0	1000	fpCG
81541	CY009286	460	342	254	379	0	1435	fpCG
81542	CY009287	499	408	310	321	0	1538	fpCG
81543	CY009288	277	205	169	203	0	854	fpCG
81544	CY009288	277	205	169	203	0	854	fpCG
81545	CY009289	731	526	411	539	0	2207	fpCG
81546	CY009290	806	516	446	545	0	2313	fpCG
81547	CY009290	806	516	446	545	0	2313	fpCG
81548	CY009291	789	574	419	531	0	2313	fpCG
81549	EU521748	335	198	209	225	0	967	fpCG
81550	AX350184	794	587	419	541	0	2341	fpCG
81551	AX350186	827	530	461	523	0	2341	fpCG
81552	AX350188	747	524	424	538	0	2233	fpCG
81553	AX350190	568	414	355	428	0	1765	fpCG
81554	AX350192	511	409	311	334	0	1565	fpCG
81555	AX350194	447	357	274	388	0	1466	fpCG
81556	AX350196	291	271	215	250	0	1027	fpCG
81557	AX350198	93	87	56	86	0	322	fpCG
81558	AX350200	296	208	176	210	0	890	fpCG
81559	AX350202	151	94	66	91	0	402	fpCG
81560	AX350204	568	414	355	427	0	1764	fpCG
81561	D00051	511	409	311	334	0	1565	fpCG
81562	DQ508926	772	578	410	520	0	2280	fpCG
81563	DQ508927	805	519	447	503	0	2274	fpCG
81564	DQ508928	724	509	407	511	0	2151	fpCG
81565	DQ508929	543	406	345	407	0	1701	fpCG
81566	DQ508930	484	399	296	318	0	1497	fpCG
81567	DQ508931	428	345	265	372	0	1410	fpCG
81568	DQ508932	279	264	211	241	0	995	fpCG
81569	DQ508932	279	264	211	241	0	995	fpCG
81570	DQ508933	281	200	165	202	0	848	fpCG
81571	DQ508933	281	200	165	202	0	848	fpCG
81572	M14922	511	409	311	334	0	1565	fpCG
81573	M25044	19	11	9	14	0	53	fpCG
81574	M54895	570	411	358	425	1	1765	fpCG
81575	M91712	788	585	415	541	0	2329	fpCG
81576	V01102	296	208	176	210	0	890	fpCG
81577	V01102	296	208	176	210	0	890	fpCG
81578	EU502379	337	203	223	224	0	987	fpCG
81579	EU502380	341	205	217	224	0	987	fpCG
81580	EU502381	339	202	220	226	0	987	fpCG
81581	EU791291	368	233	234	265	0	1100	fpCG
81582	EU791292	367	235	234	264	0	1100	fpCG
81583	EU791297	377	229	237	247	0	1090	fpCG
81584	EU791298	453	313	243	356	0	1365	fpCG
81585	EU791305	372	231	238	264	0	1105	fpCG
81586	EU791306	437	336	271	366	0	1410	fpCG
81587	EU791293	369	233	234	264	0	1100	fpCG
81588	CY054553	584	383	316	415	0	1698	fpCG
81589	CY073447	459	331	253	369	0	1412	fpCG
81590	EU791307	339	205	215	219	0	978	fpCG
81591	EU791308	460	328	258	367	0	1413	fpCG
81592	EU791301	375	230	235	249	0	1089	fpCG
81593	EU791302	450	315	246	354	0	1365	fpCG
81594	EU791295	368	234	234	264	0	1100	fpCG
81595	EU791296	368	234	234	264	0	1100	fpCG
81596	CY050844	602	377	315	407	0	1701	fpCG
81597	CY053364	286	252	208	236	0	982	fpCG
81598	CY053364	286	252	208	236	0	982	fpCG
81599	CY050846	600	380	314	407	0	1701	fpCG
81600	CY050845	600	380	314	407	0	1701	fpCG
81601	CY065984	781	589	434	503	0	2307	fpCG
81602	CY065985	822	519	443	519	0	2303	fpCG
81603	CY065986	717	533	432	511	0	2193	fpCG
81604	CY065987	624	387	320	413	0	1744	fpCG
81605	CY065988	502	399	298	316	0	1515	fpCG
81606	CY065989	459	331	264	374	0	1428	fpCG
81607	CY065990	295	253	208	239	0	995	fpCG
81608	CY065990	295	253	208	239	0	995	fpCG
81609	CY065991	265	201	168	208	0	842	fpCG
81610	CY065991	265	201	168	208	0	842	fpCG
81611	AF008853	322	223	214	228	0	987	fpCG
81612	CY065992	780	590	434	503	0	2307	fpCG
81613	CY065993	821	520	446	516	0	2303	fpCG
81614	CY065994	717	535	430	511	0	2193	fpCG
81615	CY065995	626	385	321	412	0	1744	fpCG
81616	CY065996	501	401	300	313	0	1515	fpCG
81617	CY065997	458	332	266	374	0	1430	fpCG
81618	CY065998	294	254	207	240	0	995	fpCG
81619	CY065998	294	254	207	240	0	995	fpCG
81620	CY065999	265	202	166	209	0	842	fpCG
81621	CY065999	265	202	166	209	0	842	fpCG
81622	FJ794161	342	204	215	226	0	987	fpCG
81623	CY054269	343	203	215	226	0	987	fpCG
81624	FJ794159	343	203	215	226	0	987	fpCG
81625	CY054270	340	204	219	224	0	987	fpCG
81626	FJ794116	339	205	214	220	0	978	fpCG
81627	HM189329	449	331	265	365	0	1410	fpCG
81628	HM189405	600	379	315	407	0	1701	fpCG
81629	HM189335	449	331	263	367	0	1410	fpCG
81630	HM189421	600	379	315	407	0	1701	fpCG
81631	HM189397	600	380	312	409	0	1701	fpCG
81632	HM189414	601	378	315	407	0	1701	fpCG
81633	AJ457882	324	216	214	221	0	975	fpCG
81634	AF008692	324	219	216	228	0	987	fpCG
81635	AY661134	353	248	232	262	0	1095	fpCG
81636	L33758	355	222	226	228	1	1032	fpCG
81637	AF008693	325	219	215	228	0	987	fpCG
81638	AY661135	354	248	231	262	0	1095	fpCG
81639	CY045756	590	397	321	418	0	1726	fpCG
81640	CY045757	283	257	205	241	0	986	fpCG
81641	CY045757	283	257	205	241	0	986	fpCG
81642	CY045758	402	349	254	365	0	1370	fpCG
81643	CY045759	485	397	304	315	0	1501	fpCG
81644	CY045760	273	204	172	199	0	848	fpCG
81645	CY045760	273	204	172	199	0	848	fpCG
81646	CY045761	726	525	416	526	0	2193	fpCG
81647	CY045762	795	516	455	534	0	2300	fpCG
81648	CY045762	795	516	455	534	0	2300	fpCG
81649	CY045763	775	594	414	519	0	2302	fpCG
81650	EU501343	340	206	218	223	0	987	fpCG
81651	AF501529	334	213	218	222	0	987	fpCG
81652	AF501527	334	213	217	223	0	987	fpCG
81653	DQ085797	423	327	255	348	0	1353	fpCG
81654	DQ179413	320	210	209	221	0	960	fpCG
81655	DQ179473	321	208	208	223	0	960	fpCG
81656	DQ179483	318	210	209	223	0	960	fpCG
81657	DQ179485	320	208	208	224	0	960	fpCG
81658	DQ179475	321	208	211	220	0	960	fpCG
81659	DQ179476	321	208	211	220	0	960	fpCG
81660	DQ179477	326	202	210	222	0	960	fpCG
81661	DQ179479	326	202	210	222	0	960	fpCG
81662	DQ179480	326	202	210	222	0	960	fpCG
81663	DQ179481	318	210	209	223	0	960	fpCG
81664	AF008739	328	216	217	226	0	987	fpCG
81665	CY054546	600	380	314	407	0	1701	fpCG
81666	CY054547	287	252	208	235	0	982	fpCG
81667	CY054547	287	252	208	235	0	982	fpCG
81668	GQ423404	468	329	257	372	0	1427	fpCG
81669	GQ423415	468	330	257	372	0	1427	fpCG
81670	AM991342	98	50	60	66	0	274	fpCG
81671	AM991338	128	70	79	86	0	363	fpCG
81672	AM991339	128	71	79	85	0	363	fpCG
81673	AF008909	316	230	218	223	0	987	fpCG
81674	AF534051	295	194	198	203	0	890	fpCG
81675	AF534052	296	193	198	203	0	890	fpCG
81676	AF534053	296	193	198	203	0	890	fpCG
81677	AM991340	127	72	79	85	0	363	fpCG
81678	AF534054	295	195	198	202	0	890	fpCG
81679	AM991341	98	50	60	66	0	274	fpCG
81680	EU716426	573	377	342	409	0	1701	fpCG
81681	EU716427	439	334	271	366	0	1410	fpCG
81682	EU716428	573	377	342	409	0	1701	fpCG
81683	EU716429	573	377	341	410	0	1701	fpCG
81684	EU716430	439	334	271	366	0	1410	fpCG
81685	EU716431	438	334	272	365	0	1410	fpCG
81686	EU716432	277	262	205	240	0	984	fpCG
81687	EU716432	277	262	205	240	0	984	fpCG
81688	EU716433	277	262	205	240	0	984	fpCG
81689	EU716433	277	262	205	240	0	984	fpCG
81690	EU716434	277	262	205	240	0	984	fpCG
81691	EU716434	277	262	205	240	0	984	fpCG
81692	EU502387	341	203	218	225	0	987	fpCG
81693	EU502388	339	208	217	223	0	987	fpCG
81694	EU502389	340	208	217	222	0	987	fpCG
81695	AF533724	327	213	221	223	0	984	fpCG
81696	AF533730	462	344	277	383	0	1466	fpCG
81697	AF533725	328	212	220	224	0	984	fpCG
81698	AF533731	462	344	279	381	0	1466	fpCG
81699	AF533726	325	215	222	222	0	984	fpCG
81700	AF533733	461	345	277	383	0	1466	fpCG
81701	AF533727	327	213	220	224	0	984	fpCG
81702	AF533734	462	344	278	382	0	1466	fpCG
81703	AF533728	327	214	221	222	0	984	fpCG
81704	AF533735	461	345	278	382	0	1466	fpCG
81705	AF533729	327	214	220	223	0	984	fpCG
81706	AF533736	462	344	278	382	0	1466	fpCG
81707	GQ323564	600	379	314	408	0	1701	fpCG
81708	GQ894863	450	330	263	367	0	1410	fpCG
81709	GQ894864	286	253	208	235	0	982	fpCG
81710	GQ894864	286	253	208	235	0	982	fpCG
81711	GQ323476	705	529	422	495	0	2151	fpCG
81712	GQ323477	450	330	263	367	0	1410	fpCG
81713	GQ377105	450	330	263	367	0	1410	fpCG
81714	GQ377106	496	395	294	312	0	1497	fpCG
81715	GQ377107	600	379	316	406	0	1701	fpCG
81716	GQ457458	496	395	293	313	0	1497	fpCG
81717	GQ457459	272	203	174	214	0	863	fpCG
81718	GQ457459	272	203	174	214	0	863	fpCG
81719	GQ457460	286	253	208	235	0	982	fpCG
81720	GQ457460	286	253	208	235	0	982	fpCG
81721	GQ457461	705	529	422	495	0	2151	fpCG
81722	GQ457462	772	586	432	490	0	2280	fpCG
81723	GQ457463	810	518	438	508	0	2274	fpCG
81724	GQ457464	451	329	263	367	0	1410	fpCG
81725	GQ457465	600	379	314	408	0	1701	fpCG
81726	GQ894841	600	378	315	408	0	1701	fpCG
81727	GQ457476	272	203	174	214	0	863	fpCG
81728	GQ457476	272	203	174	214	0	863	fpCG
81729	GQ457477	286	253	208	235	0	982	fpCG
81730	GQ457477	286	253	208	235	0	982	fpCG
81731	GQ457478	772	587	432	490	0	2281	fpCG
81732	GQ457479	600	379	313	409	0	1701	fpCG
81733	EF473588	370	247	235	251	0	1103	fpCG
81734	EF473644	357	231	224	246	0	1058	fpCG
81735	GQ396731	450	330	263	367	0	1410	fpCG
81736	GQ396732	600	379	314	408	0	1701	fpCG
81737	GQ457466	707	527	422	495	0	2151	fpCG
81738	GQ457467	771	587	432	490	0	2280	fpCG
81739	GQ457468	811	517	438	508	0	2274	fpCG
81740	GQ457469	450	330	263	367	0	1410	fpCG
81741	GQ457470	600	379	314	408	0	1701	fpCG
81742	GQ896360	586	382	309	421	0	1698	fpCG
81743	GQ896361	460	331	255	367	0	1413	fpCG
81744	GQ896362	291	250	206	237	0	984	fpCG
81745	GQ896362	291	250	206	237	0	984	fpCG
81746	GQ896370	586	382	309	421	0	1698	fpCG
81747	GQ896371	460	331	254	368	0	1413	fpCG
81748	GQ896372	292	249	206	237	0	984	fpCG
81749	GQ896372	292	249	206	237	0	984	fpCG
81750	EF473344	363	232	228	245	0	1068	fpCG
81751	EF473405	370	245	238	247	0	1100	fpCG
81752	AF501533	329	215	222	221	0	987	fpCG
81753	DQ085796	422	327	255	349	0	1353	fpCG
81754	GU290188	599	378	315	407	0	1701	fpCG
81755	GU290189	286	253	208	235	0	982	fpCG
81756	GU290189	286	253	208	235	0	982	fpCG
81757	GU290190	600	379	315	407	0	1701	fpCG
81758	GU290191	451	329	263	367	0	1410	fpCG
81759	GU290192	286	253	208	235	0	982	fpCG
81760	GU290192	286	253	208	235	0	982	fpCG
81761	EU514619	333	215	215	224	0	987	fpCG
81762	EF473446	373	238	229	252	0	1092	fpCG
81763	CY072158	417	266	236	281	0	1200	fpCG
81764	CY072189	412	270	237	281	0	1200	fpCG
81765	EU502382	338	208	216	225	0	987	fpCG
81766	EU502383	344	202	217	224	0	987	fpCG
81767	EU502384	341	204	217	225	0	987	fpCG
81768	EU502385	339	206	221	221	0	987	fpCG
81769	EU502386	344	201	216	226	0	987	fpCG
81770	GQ334354	768	589	433	490	0	2280	fpCG
81771	GQ334355	599	379	314	409	0	1701	fpCG
81772	GQ334356	285	254	207	236	0	982	fpCG
81773	GQ334356	285	254	207	236	0	982	fpCG
81774	GQ334357	450	330	262	368	0	1410	fpCG
81775	GQ334358	496	395	294	312	0	1497	fpCG
81776	GQ334359	274	201	173	214	0	862	fpCG
81777	GQ334359	274	201	173	214	0	862	fpCG
81778	GQ334360	706	529	421	495	0	2151	fpCG
81779	GQ334361	812	516	437	509	0	2274	fpCG
81780	GQ365454	768	589	433	490	0	2280	fpCG
81781	GQ365455	599	379	314	409	0	1701	fpCG
81782	GQ365456	285	254	207	236	0	982	fpCG
81783	GQ365456	285	254	207	236	0	982	fpCG
81784	GQ365457	450	330	262	368	0	1410	fpCG
81785	GQ365458	496	395	294	312	0	1497	fpCG
81786	GQ365459	274	201	173	214	0	862	fpCG
81787	GQ365459	274	201	173	214	0	862	fpCG
81788	GQ365460	706	529	421	495	0	2151	fpCG
81789	GQ365461	812	516	437	509	0	2274	fpCG
81790	EU501186	332	215	217	223	0	987	fpCG
81791	EU501345	335	212	213	227	0	987	fpCG
81792	EU501187	333	214	217	223	0	987	fpCG
81793	EU501188	332	215	217	223	0	987	fpCG
81794	EU501346	339	207	218	223	0	987	fpCG
81795	EU501189	331	215	218	223	0	987	fpCG
81796	EU501822	342	202	217	226	0	987	fpCG
81797	EU501566	341	204	218	224	0	987	fpCG
81798	EU501190	337	210	215	225	0	987	fpCG
81799	EU501191	336	211	215	225	0	987	fpCG
81800	EU501823	341	203	219	224	0	987	fpCG
81801	EU501568	340	205	218	224	0	987	fpCG
81802	EU501569	340	205	218	224	0	987	fpCG
81803	EU501347	339	207	217	224	0	987	fpCG
81804	EU502080	343	200	218	226	0	987	fpCG
81805	EU501344	339	207	218	223	0	987	fpCG
81806	EU501192	336	212	213	226	0	987	fpCG
81807	EU501193	333	214	212	228	0	987	fpCG
81808	EU501824	342	204	216	225	0	987	fpCG
81809	EU501825	342	202	217	226	0	987	fpCG
81810	EU501194	333	215	213	226	0	987	fpCG
81811	EU501826	339	206	217	225	0	987	fpCG
81812	EU501571	342	202	218	225	0	987	fpCG
81813	EU501195	335	212	216	224	0	987	fpCG
81814	EU501196	333	215	213	226	0	987	fpCG
81815	EU501573	340	204	217	226	0	987	fpCG
81816	EU501827	340	203	218	226	0	987	fpCG
81817	EU501197	333	214	214	226	0	987	fpCG
81818	EU501348	341	206	217	223	0	987	fpCG
81819	EU501349	340	207	218	222	0	987	fpCG
81820	EU501350	339	207	218	223	0	987	fpCG
81821	EU501828	340	204	218	225	0	987	fpCG
81822	EU501198	333	215	215	224	0	987	fpCG
81823	EU501199	333	215	213	226	0	987	fpCG
81824	EU501200	335	212	214	226	0	987	fpCG
81825	EU501351	340	205	218	224	0	987	fpCG
81826	EU501201	334	214	213	226	0	987	fpCG
81827	EU501352	340	206	218	223	0	987	fpCG
81828	EU501353	339	207	218	223	0	987	fpCG
81829	EU501354	339	207	218	223	0	987	fpCG
81830	J04574	338	222	213	210	0	983	fpCG
81831	GQ396570	332	205	193	219	0	949	fpCG
81832	GQ396571	209	151	103	158	0	621	fpCG
81833	GQ396572	287	256	208	239	0	990	fpCG
81834	GQ396572	287	256	208	239	0	990	fpCG
81835	GQ396573	273	201	169	209	0	852	fpCG
81836	GQ396573	273	201	169	209	0	852	fpCG
81837	GQ396574	332	205	193	219	0	949	fpCG
81838	GQ396575	209	151	103	158	0	621	fpCG
81839	GQ396576	287	256	208	239	0	990	fpCG
81840	GQ396576	287	256	208	239	0	990	fpCG
81841	GQ396577	273	201	169	209	0	852	fpCG
81842	GQ396577	273	201	169	209	0	852	fpCG
81843	GQ396578	494	398	293	312	0	1497	fpCG
81844	GQ396562	207	153	103	158	0	621	fpCG
81845	GQ396563	289	254	208	239	0	990	fpCG
81846	GQ396563	289	254	208	239	0	990	fpCG
81847	GQ396564	495	395	296	311	0	1497	fpCG
81848	GQ396565	273	202	169	209	0	853	fpCG
81849	GQ396565	273	202	169	209	0	853	fpCG
81850	GQ396566	207	153	101	160	0	621	fpCG
81851	GQ396567	287	256	208	239	0	990	fpCG
81852	GQ396567	287	256	208	239	0	990	fpCG
81853	GQ396568	273	201	169	209	0	852	fpCG
81854	GQ396568	273	201	169	209	0	852	fpCG
81855	GQ396569	495	396	294	312	0	1497	fpCG
81856	FJ985755	287	256	208	238	0	989	fpCG
81857	FJ985755	287	256	208	238	0	989	fpCG
81858	FJ985756	493	398	293	313	0	1497	fpCG
81859	FJ985757	277	201	170	209	0	857	fpCG
81860	FJ985757	277	201	170	209	0	857	fpCG
81861	FJ985758	333	206	191	218	0	948	fpCG
81862	FJ985759	208	152	103	158	0	621	fpCG
81863	CY064798	395	310	236	325	0	1266	fpCG
81864	AJ457960	449	346	277	367	0	1439	fpCG
81865	CY045140	448	273	218	279	0	1218	fpCG
81866	EU744880	262	190	176	227	0	855	fpCG
81867	EU199363	575	380	338	408	0	1701	fpCG
81868	EU199430	435	338	270	365	0	1410	fpCG
81869	EU851990	583	382	314	418	0	1698	fpCG
81870	EU851991	456	333	257	367	0	1413	fpCG
81871	GQ475738	289	250	207	236	0	982	fpCG
81872	GQ475738	289	250	207	236	0	982	fpCG
81873	GQ476142	583	382	313	419	0	1698	fpCG
81874	GQ476143	460	331	252	370	0	1413	fpCG
81875	GQ476144	292	249	205	238	0	984	fpCG
81876	GQ476144	292	249	205	238	0	984	fpCG
81877	EU885526	576	375	342	408	0	1701	fpCG
81878	EU885527	438	334	273	365	0	1410	fpCG
81879	GQ369907	275	262	206	239	0	982	fpCG
81880	GQ369907	275	262	206	239	0	982	fpCG
81881	GQ385919	437	335	270	367	0	1410	fpCG
81882	GQ385920	577	375	338	411	0	1701	fpCG
81883	GQ895006	278	261	205	239	0	983	fpCG
81884	GQ895006	278	261	205	239	0	983	fpCG
81885	GQ466376	582	384	311	420	0	1698	fpCG
81886	GQ466377	459	331	254	368	0	1413	fpCG
81887	GQ466378	292	249	206	237	0	984	fpCG
81888	GQ466378	292	249	206	237	0	984	fpCG
81889	GQ232004	496	395	294	312	0	1497	fpCG
81890	GQ232005	450	330	263	367	0	1410	fpCG
81891	GQ232006	273	202	174	214	0	863	fpCG
81892	GQ232006	273	202	174	214	0	863	fpCG
81893	GQ232007	598	379	314	410	0	1701	fpCG
81894	GQ894814	284	255	208	235	0	982	fpCG
81895	GQ894814	284	255	208	235	0	982	fpCG
81896	EU199365	576	374	343	407	0	1701	fpCG
81897	EU199417	439	335	270	366	0	1410	fpCG
81898	EF473477	356	226	223	244	0	1050	fpCG
81899	EF473589	370	247	236	250	0	1103	fpCG
81900	EF473363	371	240	237	245	0	1093	fpCG
81901	AF008832	323	222	214	228	0	987	fpCG
81902	EF473590	369	247	236	250	1	1103	fpCG
81903	CY026683	601	394	325	421	0	1741	fpCG
81904	CY026684	289	251	204	238	0	982	fpCG
81905	CY026684	289	251	204	238	0	982	fpCG
81906	CY026685	453	336	252	380	0	1421	fpCG
81907	CY026686	495	398	305	324	0	1522	fpCG
81908	CY026687	264	209	158	214	0	845	fpCG
81909	CY026687	264	209	158	214	0	845	fpCG
81910	CY026688	747	516	395	542	0	2200	fpCG
81911	CY026689	806	509	434	554	0	2303	fpCG
81912	CY026689	806	509	434	554	0	2303	fpCG
81913	CY026690	808	545	408	536	0	2297	fpCG
81914	CY025301	597	399	326	420	0	1742	fpCG
81915	CY025302	288	251	205	238	0	982	fpCG
81916	CY025302	288	251	205	238	0	982	fpCG
81917	CY025303	456	337	251	380	0	1424	fpCG
81918	CY025304	499	398	304	325	0	1526	fpCG
81919	CY025305	266	210	161	212	0	849	fpCG
81920	CY025305	266	210	161	212	0	849	fpCG
81921	CY025306	742	520	396	540	0	2198	fpCG
81922	CY025307	810	509	435	552	0	2306	fpCG
81923	CY025307	810	509	435	552	0	2306	fpCG
81924	CY025308	808	546	408	536	0	2298	fpCG
81925	CY025811	592	397	325	423	0	1737	fpCG
81926	CY025812	289	251	205	237	0	982	fpCG
81927	CY025812	289	251	205	237	0	982	fpCG
81928	CY025813	452	336	252	381	0	1421	fpCG
81929	CY025814	497	397	304	323	0	1521	fpCG
81930	CY025815	264	210	161	212	0	847	fpCG
81931	CY025815	264	210	161	212	0	847	fpCG
81932	CY025816	741	516	394	540	0	2191	fpCG
81933	CY025817	805	508	435	550	0	2298	fpCG
81934	CY025817	805	508	435	550	0	2298	fpCG
81935	CY025818	809	545	406	537	0	2297	fpCG
81936	CY025795	597	400	326	420	0	1743	fpCG
81937	CY025796	292	253	204	236	0	985	fpCG
81938	CY025796	292	253	204	236	0	985	fpCG
81939	CY025797	467	329	251	381	0	1428	fpCG
81940	CY025798	492	401	302	328	0	1523	fpCG
81941	CY025799	271	207	161	212	0	851	fpCG
81942	CY025799	271	207	161	212	0	851	fpCG
81943	CY025800	747	518	397	541	0	2203	fpCG
81944	CY025801	805	507	432	551	0	2295	fpCG
81945	CY025801	805	507	432	551	0	2295	fpCG
81946	CY025802	801	551	407	538	0	2297	fpCG
81947	CY025651	593	397	326	420	0	1736	fpCG
81948	CY025652	287	253	205	238	0	983	fpCG
81949	CY025652	287	253	205	238	0	983	fpCG
81950	CY025653	453	337	251	380	0	1421	fpCG
81951	CY025654	495	398	303	325	0	1521	fpCG
81952	CY025655	268	210	161	212	0	851	fpCG
81953	CY025655	268	210	161	212	0	851	fpCG
81954	CY025656	744	518	396	541	0	2199	fpCG
81955	CY025657	807	509	436	552	0	2304	fpCG
